distance,time_of_day,weather,traffic_level,travel_time
10.7,afternoon,fog,high,31.3
2.88,evening,fog,low,4.49
5.19,afternoon,rain,medium,9.34
6.02,afternoon,clear,medium,9.03
12.26,evening,rain,medium,22.07
4.9,morning,rain,medium,8.82
3.95,morning,fog,medium,7.7
14.4,afternoon,rain,low,20.74
1.12,evening,fog,low,1.75
14.97,night,rain,low,21.56
10.48,afternoon,clear,low,12.58
12.6,night,rain,low,18.14
5.12,afternoon,fog,low,7.99
1.2,afternoon,fog,high,3.51
11.33,evening,fog,high,33.14
12.68,evening,rain,low,18.26
11.37,night,rain,low,16.37
3.0,night,fog,high,8.78
11.55,morning,clear,high,25.99
11.76,evening,clear,low,14.11
10.22,afternoon,rain,high,27.59
11.73,afternoon,rain,medium,21.11
12.84,morning,fog,medium,25.04
9.59,evening,rain,medium,17.26
2.24,afternoon,rain,high,6.05
7.83,morning,fog,low,12.21
2.09,morning,fog,low,3.26
6.71,afternoon,rain,low,9.66
6.7,afternoon,clear,high,15.08
1.92,night,rain,high,5.18
5.88,evening,clear,medium,8.82
2.55,night,clear,high,5.74
12.32,morning,clear,medium,18.48
14.27,afternoon,fog,medium,27.83
2.01,night,fog,low,3.14
14.37,morning,fog,high,42.03
8.32,evening,rain,low,11.98
5.19,afternoon,fog,low,8.1
2.08,night,fog,high,6.08
8.01,evening,rain,high,21.63
12.12,night,rain,medium,21.82
10.9,morning,clear,medium,16.35
1.7,evening,rain,medium,3.06
2.02,night,rain,medium,3.64
6.64,evening,fog,low,10.36
5.13,morning,clear,low,6.16
4.25,evening,clear,high,9.56
4.93,night,rain,medium,8.87
12.25,morning,fog,medium,23.89
14.01,afternoon,fog,medium,27.32
6.67,night,fog,low,10.41
13.69,night,fog,high,40.04
5.5,morning,rain,low,7.92
7.67,morning,fog,high,22.43
4.16,afternoon,clear,high,9.36
9.97,night,clear,low,11.96
14.71,morning,rain,low,21.18
9.45,afternoon,fog,high,27.64
6.01,afternoon,fog,low,9.38
10.07,morning,fog,low,15.71
2.72,night,fog,high,7.96
13.44,evening,rain,high,36.29
8.04,evening,fog,medium,15.68
7.29,afternoon,rain,low,10.5
9.2,evening,fog,high,26.91
9.75,evening,fog,low,15.21
2.0,morning,clear,low,2.4
10.56,afternoon,rain,high,28.51
4.39,night,clear,medium,6.58
11.0,afternoon,rain,high,29.7
12.52,morning,fog,high,36.62
12.26,evening,fog,low,19.13
8.74,night,rain,medium,15.73
8.28,afternoon,clear,high,18.63
3.0,evening,rain,low,4.32
11.85,afternoon,rain,high,32.0
4.8,night,fog,low,7.49
7.95,afternoon,clear,high,17.89
4.98,afternoon,rain,medium,8.96
2.87,afternoon,clear,high,6.46
9.81,evening,clear,low,11.77
1.76,night,rain,high,4.75
11.48,night,clear,medium,17.22
5.45,evening,fog,medium,10.63
1.0,evening,fog,medium,1.95
8.16,evening,fog,medium,15.91
1.66,morning,fog,low,2.59
4.87,afternoon,clear,high,10.96
10.9,afternoon,fog,medium,21.26
1.88,night,rain,high,5.08
12.75,afternoon,fog,low,19.89
1.05,morning,rain,high,2.84
4.46,evening,rain,high,12.04
11.37,night,fog,medium,22.17
5.43,night,fog,medium,10.59
2.43,afternoon,clear,low,2.92
6.04,night,rain,high,16.31
4.79,evening,fog,low,7.47
12.8,night,clear,low,15.36
5.39,evening,fog,low,8.41
12.05,morning,fog,medium,23.5
13.49,morning,fog,medium,26.31
7.07,evening,rain,high,19.09
13.74,afternoon,fog,high,40.19
6.28,night,clear,high,14.13
14.5,afternoon,fog,medium,28.28
2.25,night,fog,medium,4.39
10.62,morning,clear,low,12.74
7.91,morning,clear,medium,11.86
6.43,morning,rain,low,9.26
9.86,night,rain,low,14.2
10.85,morning,rain,medium,19.53
1.06,morning,rain,low,1.53
3.34,morning,clear,low,4.01
10.98,morning,fog,high,32.12
10.33,afternoon,fog,low,16.11
14.52,morning,fog,medium,28.31
11.65,morning,rain,medium,20.97
14.31,afternoon,clear,low,17.17
10.84,afternoon,clear,high,24.39
5.17,night,clear,medium,7.76
2.48,evening,fog,medium,4.84
11.95,morning,rain,high,32.26
10.02,morning,clear,low,12.02
1.67,morning,rain,medium,3.01
6.04,night,clear,low,7.25
14.4,morning,rain,low,20.74
8.01,evening,clear,low,9.61
7.06,afternoon,rain,low,10.17
7.41,night,clear,medium,11.12
3.92,afternoon,clear,high,8.82
6.16,morning,rain,medium,11.09
6.18,morning,rain,high,16.69
1.73,morning,fog,low,2.7
11.75,evening,rain,high,31.72
6.83,evening,clear,low,8.2
12.51,night,clear,medium,18.76
12.9,afternoon,rain,medium,23.22
3.97,morning,fog,high,11.61
10.2,morning,rain,low,14.69
7.61,morning,clear,low,9.13
13.32,morning,clear,high,29.97
4.02,evening,fog,low,6.27
10.49,afternoon,rain,low,15.11
9.51,afternoon,clear,low,11.41
5.13,night,clear,medium,7.7
2.91,evening,clear,medium,4.36
10.12,morning,rain,medium,18.22
11.34,afternoon,rain,low,16.33
5.42,afternoon,fog,medium,10.57
10.03,evening,clear,low,12.04
6.53,night,clear,low,7.84
10.98,night,fog,high,32.12
3.79,morning,clear,low,4.55
13.46,night,fog,medium,26.25
5.02,afternoon,fog,medium,9.79
6.15,night,clear,low,7.38
1.81,morning,rain,medium,3.26
2.56,afternoon,rain,low,3.69
8.22,night,rain,high,22.19
4.75,night,rain,low,6.84
12.7,evening,clear,low,15.24
1.21,morning,fog,high,3.54
6.31,night,fog,medium,12.3
5.72,evening,clear,high,12.87
1.27,afternoon,rain,high,3.43
2.74,evening,fog,low,4.27
6.79,evening,clear,low,8.15
7.9,night,clear,high,17.78
6.66,night,rain,medium,11.99
8.43,night,clear,high,18.97
9.33,evening,fog,medium,18.19
1.14,afternoon,fog,high,3.33
7.5,morning,clear,high,16.88
14.49,evening,fog,medium,28.26
8.27,night,clear,high,18.61
10.49,morning,fog,low,16.36
5.37,afternoon,rain,high,14.5
11.84,morning,fog,low,18.47
11.82,night,rain,medium,21.28
8.3,evening,rain,medium,14.94
14.66,evening,clear,low,17.59
2.76,night,rain,high,7.45
1.24,evening,fog,low,1.93
11.78,night,fog,low,18.38
12.3,evening,rain,medium,22.14
2.68,evening,clear,low,3.22
4.72,evening,rain,high,12.74
1.25,afternoon,fog,low,1.95
5.11,afternoon,fog,medium,9.96
11.82,night,rain,high,31.91
8.25,afternoon,rain,medium,14.85
5.87,night,rain,low,8.45
6.2,morning,fog,low,9.67
1.02,morning,fog,medium,1.99
5.2,afternoon,fog,medium,10.14
10.05,morning,clear,high,22.61
14.64,morning,fog,medium,28.55
12.86,evening,fog,medium,25.08
1.33,evening,clear,low,1.6
13.58,night,clear,low,16.3
11.96,morning,clear,medium,17.94
11.93,night,clear,medium,17.9
7.41,night,clear,low,8.89
6.57,morning,clear,high,14.78
5.24,afternoon,rain,high,14.15
1.92,morning,rain,high,5.18
4.2,evening,rain,high,11.34
4.45,morning,rain,low,6.41
7.78,afternoon,fog,medium,15.17
11.46,night,clear,high,25.79
7.63,night,fog,low,11.9
1.81,evening,clear,medium,2.72
14.41,evening,clear,high,32.42
14.2,evening,fog,medium,27.69
11.99,night,rain,high,32.37
14.88,evening,fog,medium,29.02
8.62,morning,fog,high,25.21
14.48,night,clear,high,32.58
2.06,afternoon,clear,medium,3.09
6.12,night,clear,medium,9.18
4.16,morning,rain,medium,7.49
3.74,morning,fog,low,5.83
2.97,evening,fog,low,4.63
9.71,night,rain,medium,17.48
11.94,night,fog,low,18.63
9.1,night,fog,high,26.62
3.06,afternoon,clear,medium,4.59
12.36,evening,rain,low,17.8
9.9,morning,clear,medium,14.85
6.43,morning,rain,high,17.36
10.44,evening,clear,high,23.49
4.64,morning,fog,low,7.24
5.83,morning,rain,high,15.74
13.84,evening,rain,medium,24.91
5.07,morning,clear,low,6.08
7.58,night,rain,medium,13.64
13.46,afternoon,fog,medium,26.25
10.91,evening,fog,medium,21.27
1.87,afternoon,fog,high,5.47
3.06,morning,clear,medium,4.59
1.11,morning,rain,high,3.0
9.83,night,clear,medium,14.74
7.27,evening,fog,high,21.26
2.88,morning,rain,high,7.78
14.41,evening,fog,high,42.15
8.42,evening,rain,medium,15.16
4.39,evening,rain,medium,7.9
8.01,evening,clear,high,18.02
10.51,evening,rain,medium,18.92
2.07,afternoon,fog,high,6.05
4.85,night,rain,medium,8.73
12.3,evening,fog,high,35.98
7.44,afternoon,clear,high,16.74
8.65,morning,fog,low,13.49
7.06,evening,rain,medium,12.71
1.61,morning,fog,medium,3.14
3.32,evening,fog,low,5.18
7.24,afternoon,rain,high,19.55
3.93,afternoon,fog,high,11.5
1.7,afternoon,rain,low,2.45
12.81,night,clear,low,15.37
14.74,morning,fog,high,43.11
12.1,night,clear,medium,18.15
12.95,evening,fog,low,20.2
4.39,morning,fog,low,6.85
14.45,afternoon,clear,low,17.34
3.76,morning,fog,low,5.87
14.32,afternoon,fog,low,22.34
14.93,night,clear,low,17.92
10.96,night,fog,high,32.06
14.74,afternoon,rain,high,39.8
8.97,afternoon,fog,low,13.99
4.63,evening,fog,high,13.54
7.12,night,fog,medium,13.88
9.31,night,clear,medium,13.96
2.02,evening,rain,low,2.91
9.71,night,rain,medium,17.48
14.74,afternoon,fog,medium,28.74
3.66,morning,clear,high,8.24
12.1,morning,clear,high,27.22
13.71,night,rain,high,37.02
14.21,evening,clear,high,31.97
14.44,afternoon,fog,medium,28.16
8.3,morning,fog,low,12.95
14.68,afternoon,clear,high,33.03
11.6,night,fog,medium,22.62
3.26,night,rain,high,8.8
7.68,morning,fog,medium,14.98
11.06,night,clear,high,24.88
4.46,evening,rain,low,6.42
9.97,night,fog,high,29.16
10.33,night,rain,low,14.88
3.28,night,clear,high,7.38
8.91,afternoon,fog,high,26.06
11.8,afternoon,fog,high,34.52
7.98,morning,rain,medium,14.36
1.17,morning,fog,medium,2.28
1.13,morning,fog,low,1.76
6.0,night,fog,low,9.36
13.97,afternoon,fog,medium,27.24
4.2,evening,clear,low,5.04
9.88,night,fog,low,15.41
4.11,night,rain,medium,7.4
5.5,night,clear,medium,8.25
12.87,evening,rain,medium,23.17
11.2,morning,rain,medium,20.16
2.34,evening,rain,high,6.32
7.0,morning,clear,medium,10.5
1.41,evening,clear,low,1.69
7.73,afternoon,clear,high,17.39
10.27,night,fog,high,30.04
2.66,night,rain,low,3.83
5.04,night,clear,high,11.34
6.57,morning,rain,low,9.46
13.87,evening,clear,high,31.21
14.91,afternoon,clear,high,33.55
1.63,evening,clear,low,1.96
11.65,night,rain,low,16.78
6.2,afternoon,fog,low,9.67
6.49,afternoon,clear,low,7.79
11.56,night,clear,medium,17.34
13.86,evening,clear,medium,20.79
14.31,night,fog,low,22.32
9.08,evening,rain,medium,16.34
6.0,afternoon,rain,low,8.64
12.03,afternoon,rain,low,17.32
4.51,night,rain,high,12.18
8.9,afternoon,clear,low,10.68
6.02,morning,fog,low,9.39
10.19,afternoon,clear,low,12.23
4.37,morning,fog,low,6.82
3.68,afternoon,rain,high,9.94
13.86,night,fog,low,21.62
2.43,night,clear,high,5.47
8.08,morning,clear,low,9.7
4.09,night,rain,high,11.04
1.55,afternoon,clear,medium,2.33
1.5,afternoon,clear,high,3.38
3.45,night,fog,high,10.09
13.13,afternoon,clear,low,15.76
4.95,evening,rain,high,13.36
14.31,evening,rain,high,38.64
9.14,afternoon,clear,low,10.97
7.11,night,rain,medium,12.8
9.12,morning,fog,medium,17.78
8.23,night,fog,medium,16.05
11.62,morning,clear,high,26.14
4.95,night,clear,low,5.94
5.94,afternoon,fog,medium,11.58
13.52,evening,rain,medium,24.34
14.25,night,clear,medium,21.38
13.5,morning,clear,medium,20.25
6.87,evening,rain,low,9.89
11.93,morning,clear,medium,17.9
7.67,afternoon,rain,high,20.71
7.97,evening,rain,high,21.52
3.87,morning,rain,low,5.57
9.28,night,rain,medium,16.7
3.61,afternoon,rain,medium,6.5
5.64,afternoon,fog,high,16.5
12.97,afternoon,rain,low,18.68
3.9,night,fog,high,11.41
2.0,night,rain,low,2.88
1.97,evening,clear,low,2.36
14.17,night,fog,low,22.11
8.1,evening,clear,high,18.22
6.73,afternoon,rain,low,9.69
12.35,evening,rain,high,33.34
12.7,morning,clear,high,28.58
5.65,afternoon,rain,medium,10.17
10.71,afternoon,clear,high,24.1
11.8,evening,rain,high,31.86
10.17,afternoon,rain,medium,18.31
3.12,night,fog,medium,6.08
13.26,morning,clear,medium,19.89
8.55,evening,rain,low,12.31
4.95,evening,clear,low,5.94
6.95,afternoon,fog,medium,13.55
1.53,night,clear,low,1.84
2.79,afternoon,fog,medium,5.44
11.72,afternoon,clear,low,14.06
1.0,evening,clear,high,2.25
6.83,afternoon,fog,low,10.65
8.32,morning,rain,low,11.98
1.76,afternoon,rain,high,4.75
14.62,afternoon,rain,medium,26.32
4.17,evening,clear,low,5.0
5.26,afternoon,clear,low,6.31
5.26,night,rain,high,14.2
4.23,evening,clear,high,9.52
1.02,afternoon,clear,high,2.3
11.21,morning,rain,high,30.27
14.54,morning,fog,medium,28.35
4.14,evening,clear,low,4.97
10.28,evening,clear,low,12.34
11.39,afternoon,clear,low,13.67
12.88,night,clear,low,15.46
6.92,afternoon,fog,medium,13.49
5.24,morning,rain,low,7.55
5.55,night,clear,medium,8.32
10.98,night,rain,medium,19.76
12.43,night,clear,high,27.97
3.54,afternoon,fog,high,10.35
6.19,morning,rain,low,8.91
13.63,evening,fog,medium,26.58
12.29,afternoon,clear,high,27.65
14.79,evening,fog,medium,28.84
11.56,night,fog,high,33.81
6.5,night,clear,medium,9.75
9.27,afternoon,clear,low,11.12
10.25,morning,rain,low,14.76
2.1,night,clear,medium,3.15
8.62,evening,rain,high,23.27
10.93,evening,fog,high,31.97
3.34,afternoon,fog,low,5.21
11.93,evening,rain,low,17.18
9.17,morning,clear,low,11.0
14.33,night,clear,high,32.24
1.59,evening,fog,high,4.65
4.71,evening,rain,low,6.78
9.42,night,fog,medium,18.37
5.15,afternoon,fog,high,15.06
11.0,evening,clear,low,13.2
11.63,afternoon,rain,medium,20.93
2.44,afternoon,fog,high,7.14
8.19,evening,clear,medium,12.28
8.12,morning,fog,medium,15.83
6.17,afternoon,fog,high,18.05
14.06,evening,clear,low,16.87
12.59,afternoon,clear,medium,18.88
10.76,night,rain,low,15.49
11.0,morning,fog,high,32.18
7.46,morning,rain,medium,13.43
13.89,night,clear,medium,20.84
10.72,night,clear,medium,16.08
11.21,afternoon,fog,medium,21.86
13.06,night,rain,medium,23.51
4.84,morning,rain,high,13.07
12.3,night,fog,medium,23.98
3.73,evening,fog,high,10.91
5.83,evening,rain,low,8.4
5.7,afternoon,clear,high,12.82
14.7,morning,clear,medium,22.05
12.99,evening,fog,low,20.26
10.82,night,rain,high,29.21
11.18,evening,rain,high,30.19
8.87,evening,rain,high,23.95
14.26,afternoon,clear,medium,21.39
7.95,night,clear,medium,11.92
6.33,night,rain,high,17.09
3.28,night,rain,high,8.86
12.01,afternoon,fog,low,18.74
11.28,night,fog,medium,22.0
6.38,night,rain,medium,11.48
1.35,evening,rain,low,1.94
12.75,evening,clear,high,28.69
1.16,night,rain,high,3.13
10.85,morning,fog,low,16.93
14.58,morning,clear,high,32.8
7.13,night,fog,high,20.86
4.29,morning,fog,low,6.69
10.87,afternoon,clear,low,13.04
12.44,evening,fog,low,19.41
8.65,afternoon,rain,high,23.35
14.54,evening,fog,low,22.68
1.72,morning,clear,high,3.87
8.07,morning,clear,medium,12.1
11.06,night,clear,medium,16.59
13.08,morning,fog,low,20.4
3.51,morning,rain,high,9.48
12.2,night,clear,high,27.45
8.74,night,rain,high,23.6
6.55,evening,clear,low,7.86
2.84,morning,rain,high,7.67
13.11,evening,rain,high,35.4
3.2,evening,rain,high,8.64
5.34,afternoon,clear,medium,8.01
5.06,morning,fog,high,14.8
13.2,morning,fog,medium,25.74
10.42,afternoon,fog,high,30.48
12.15,evening,rain,high,32.8
4.51,morning,clear,high,10.15
9.75,evening,rain,medium,17.55
9.0,afternoon,clear,high,20.25
12.66,night,rain,low,18.23
13.69,evening,clear,high,30.8
1.17,morning,clear,medium,1.76
10.44,night,clear,medium,15.66
1.73,evening,rain,low,2.49
8.68,evening,fog,low,13.54
5.03,night,rain,low,7.24
5.29,night,rain,medium,9.52
5.94,night,clear,high,13.37
9.7,morning,clear,high,21.82
5.68,morning,fog,low,8.86
11.26,evening,fog,low,17.57
6.66,evening,clear,high,14.98
1.96,afternoon,fog,low,3.06
11.97,morning,fog,high,35.01
5.0,evening,clear,high,11.25
7.06,night,rain,high,19.06
10.6,night,fog,high,31.01
5.65,morning,clear,medium,8.48
1.79,night,fog,high,5.24
6.23,afternoon,fog,low,9.72
14.22,evening,clear,low,17.06
9.98,evening,fog,low,15.57
10.4,evening,fog,low,16.22
9.85,morning,fog,medium,19.21
3.79,night,rain,high,10.23
6.86,afternoon,rain,high,18.52
11.51,morning,fog,low,17.96
2.42,evening,clear,low,2.9
4.89,afternoon,fog,low,7.63
4.87,evening,fog,high,14.24
7.05,evening,rain,medium,12.69
14.73,morning,rain,medium,26.51
1.95,evening,rain,medium,3.51
8.26,afternoon,fog,medium,16.11
3.51,evening,fog,low,5.48
14.59,night,clear,high,32.83
2.59,evening,fog,low,4.04
6.65,morning,fog,medium,12.97
11.33,afternoon,rain,low,16.32
10.86,morning,rain,medium,19.55
6.92,night,rain,high,18.68
5.85,evening,rain,medium,10.53
6.57,morning,rain,low,9.46
4.7,morning,clear,high,10.58
3.87,morning,clear,medium,5.8
7.76,morning,clear,medium,11.64
4.76,night,rain,high,12.85
5.02,night,rain,low,7.23
10.19,evening,rain,high,27.51
14.56,evening,clear,low,17.47
9.45,afternoon,rain,medium,17.01
2.08,night,clear,medium,3.12
2.06,morning,rain,high,5.56
14.32,morning,fog,medium,27.92
5.16,afternoon,clear,high,11.61
2.29,morning,fog,medium,4.47
9.39,afternoon,clear,medium,14.08
9.73,evening,rain,low,14.01
10.08,night,rain,high,27.22
4.74,afternoon,fog,high,13.86
1.21,morning,rain,medium,2.18
14.51,afternoon,clear,low,17.41
4.51,evening,rain,low,6.49
10.46,morning,rain,high,28.24
10.89,evening,clear,high,24.5
9.54,evening,fog,medium,18.6
5.38,afternoon,fog,high,15.74
4.8,evening,rain,medium,8.64
9.37,morning,clear,low,11.24
13.13,evening,fog,high,38.41
14.25,evening,fog,low,22.23
2.48,afternoon,rain,low,3.57
3.17,evening,clear,medium,4.76
14.23,night,fog,low,22.2
11.31,afternoon,rain,medium,20.36
13.36,afternoon,rain,medium,24.05
3.84,morning,rain,low,5.53
9.23,morning,rain,low,13.29
10.82,morning,fog,medium,21.1
10.52,morning,clear,medium,15.78
6.71,night,rain,low,9.66
1.22,afternoon,rain,medium,2.2
9.16,evening,fog,medium,17.86
4.54,morning,rain,high,12.26
7.3,morning,rain,high,19.71
14.41,morning,clear,high,32.42
6.59,evening,rain,high,17.79
12.76,morning,fog,high,37.32
3.64,evening,clear,medium,5.46
10.41,afternoon,fog,medium,20.3
14.68,afternoon,clear,high,33.03
2.43,afternoon,clear,low,2.92
1.12,night,rain,high,3.02
7.07,evening,rain,low,10.18
2.3,morning,rain,medium,4.14
11.48,morning,fog,low,17.91
13.8,morning,rain,medium,24.84
7.08,morning,rain,low,10.2
4.62,night,clear,medium,6.93
7.08,morning,rain,medium,12.74
11.13,night,rain,high,30.05
1.13,evening,rain,medium,2.03
9.25,afternoon,rain,high,24.98
9.59,morning,clear,high,21.58
9.93,afternoon,rain,high,26.81
4.39,evening,clear,low,5.27
11.0,evening,fog,low,17.16
2.28,morning,rain,medium,4.1
3.79,evening,rain,high,10.23
13.28,afternoon,rain,high,35.86
11.34,morning,clear,medium,17.01
1.19,night,rain,high,3.21
4.48,morning,rain,medium,8.06
4.0,afternoon,fog,high,11.7
4.79,morning,clear,low,5.75
4.47,morning,clear,medium,6.7
1.88,afternoon,fog,medium,3.67
7.43,morning,clear,low,8.92
11.26,morning,rain,medium,20.27
9.49,afternoon,rain,low,13.67
10.42,evening,fog,high,30.48
2.14,afternoon,clear,low,2.57
14.32,morning,clear,low,17.18
12.74,night,clear,medium,19.11
12.27,night,fog,high,35.89
12.52,afternoon,rain,low,18.03
14.06,night,fog,high,41.13
8.62,morning,rain,low,12.41
3.8,morning,fog,medium,7.41
9.63,afternoon,rain,low,13.87
11.4,morning,clear,low,13.68
11.33,evening,clear,high,25.49
8.3,morning,clear,low,9.96
1.96,afternoon,fog,medium,3.82
6.2,evening,fog,medium,12.09
13.89,evening,fog,low,21.67
9.18,night,clear,low,11.02
8.54,morning,rain,high,23.06
4.76,afternoon,clear,high,10.71
6.16,night,clear,medium,9.24
13.53,night,rain,high,36.53
10.33,morning,rain,low,14.88
12.02,morning,rain,medium,21.64
7.36,afternoon,rain,high,19.87
9.82,night,clear,medium,14.73
4.48,afternoon,fog,low,6.99
10.88,night,clear,high,24.48
6.99,night,rain,low,10.07
7.2,night,fog,low,11.23
10.09,morning,fog,medium,19.68
14.11,night,clear,medium,21.16
1.9,night,clear,medium,2.85
12.55,night,clear,high,28.24
5.09,evening,fog,high,14.89
7.21,morning,fog,medium,14.06
1.31,evening,fog,high,3.83
5.21,morning,rain,high,14.07
8.04,afternoon,rain,medium,14.47
1.79,evening,clear,low,2.15
7.88,afternoon,fog,high,23.05
13.98,night,clear,high,31.46
2.48,afternoon,fog,low,3.87
11.7,afternoon,clear,low,14.04
6.74,afternoon,rain,low,9.71
10.17,afternoon,fog,medium,19.83
4.64,morning,rain,low,6.68
3.23,evening,fog,medium,6.3
3.25,morning,clear,low,3.9
1.99,morning,fog,low,3.1
3.6,morning,rain,medium,6.48
10.3,afternoon,fog,medium,20.08
13.34,morning,clear,low,16.01
12.4,evening,fog,low,19.34
10.59,morning,rain,low,15.25
2.55,night,clear,high,5.74
5.05,afternoon,rain,low,7.27
5.34,night,fog,medium,10.41
4.5,evening,rain,high,12.15
8.21,evening,fog,medium,16.01
8.5,evening,clear,high,19.12
6.0,evening,rain,high,16.2
5.95,morning,rain,medium,10.71
12.6,afternoon,fog,high,36.85
12.05,evening,rain,medium,21.69
5.31,night,rain,low,7.65
13.79,evening,clear,high,31.03
14.34,afternoon,fog,medium,27.96
5.57,night,fog,high,16.29
5.96,night,clear,medium,8.94
8.08,night,clear,low,9.7
14.18,morning,fog,low,22.12
13.27,evening,clear,high,29.86
2.44,morning,clear,high,5.49
6.5,night,clear,medium,9.75
8.75,morning,fog,medium,17.06
8.04,morning,clear,high,18.09
3.71,morning,rain,medium,6.68
13.02,evening,rain,medium,23.44
10.48,night,fog,medium,20.44
12.73,night,clear,high,28.64
13.02,evening,rain,low,18.75
11.48,morning,fog,low,17.91
7.15,morning,rain,medium,12.87
9.55,afternoon,clear,high,21.49
3.25,afternoon,fog,medium,6.34
10.43,afternoon,rain,low,15.02
3.51,evening,fog,medium,6.84
10.72,night,rain,low,15.44
4.21,afternoon,rain,high,11.37
2.65,night,clear,medium,3.98
3.31,night,clear,high,7.45
1.03,night,rain,medium,1.85
11.06,evening,fog,medium,21.57
11.25,evening,fog,medium,21.94
8.21,evening,clear,medium,12.32
3.26,evening,rain,medium,5.87
2.17,afternoon,clear,high,4.88
1.27,morning,rain,high,3.43
3.32,morning,rain,low,4.78
13.47,morning,clear,medium,20.2
4.38,afternoon,fog,low,6.83
5.96,morning,clear,high,13.41
2.47,afternoon,rain,low,3.56
4.11,afternoon,clear,high,9.25
8.27,afternoon,fog,medium,16.13
9.51,morning,fog,low,14.84
4.43,night,rain,low,6.38
1.81,morning,clear,low,2.17
6.47,morning,fog,low,10.09
4.28,evening,clear,medium,6.42
4.07,afternoon,fog,high,11.9
14.44,night,rain,high,38.99
9.63,evening,rain,medium,17.33
8.8,night,clear,high,19.8
6.82,night,rain,low,9.82
7.01,afternoon,fog,medium,13.67
8.57,morning,rain,high,23.14
10.75,afternoon,fog,medium,20.96
10.83,afternoon,fog,medium,21.12
3.4,evening,rain,high,9.18
8.0,afternoon,fog,high,23.4
6.77,morning,fog,medium,13.2
13.19,night,clear,medium,19.78
9.84,afternoon,clear,high,22.14
8.46,night,clear,medium,12.69
2.62,afternoon,rain,high,7.07
9.48,night,clear,medium,14.22
2.64,afternoon,fog,medium,5.15
5.72,evening,rain,medium,10.3
3.0,night,rain,high,8.1
10.69,afternoon,rain,low,15.39
3.89,afternoon,rain,high,10.5
6.49,evening,fog,medium,12.66
13.54,evening,fog,low,21.12
3.86,evening,clear,low,4.63
8.11,night,rain,medium,14.6
6.87,night,clear,high,15.46
1.25,evening,fog,low,1.95
12.1,morning,rain,low,17.42
1.97,morning,fog,high,5.76
7.64,afternoon,clear,high,17.19
8.85,morning,fog,low,13.81
9.8,afternoon,rain,high,26.46
10.64,night,rain,low,15.32
4.55,night,clear,medium,6.82
1.14,morning,rain,high,3.08
11.13,night,fog,low,17.36
8.5,evening,fog,high,24.86
12.71,evening,fog,high,37.18
12.5,morning,fog,low,19.5
12.81,morning,clear,medium,19.22
7.79,afternoon,fog,low,12.15
5.67,night,clear,high,12.76
12.08,afternoon,fog,low,18.84
7.32,afternoon,clear,high,16.47
3.57,evening,fog,low,5.57
12.97,evening,fog,medium,25.29
13.36,evening,clear,medium,20.04
7.53,evening,rain,medium,13.55
2.06,afternoon,rain,medium,3.71
6.43,evening,rain,low,9.26
12.25,night,clear,medium,18.38
13.62,evening,rain,low,19.61
3.85,evening,rain,high,10.4
1.94,evening,clear,high,4.36
13.28,morning,rain,high,35.86
6.45,night,rain,medium,11.61
8.58,night,rain,medium,15.44
14.55,afternoon,clear,medium,21.83
1.93,afternoon,clear,high,4.34
10.08,evening,rain,high,27.22
2.04,morning,rain,high,5.51
6.26,afternoon,clear,high,14.08
12.25,afternoon,rain,low,17.64
7.07,evening,clear,low,8.48
14.96,evening,rain,medium,26.93
8.83,afternoon,clear,medium,13.24
5.5,afternoon,fog,high,16.09
4.08,night,fog,low,6.36
5.91,morning,clear,low,7.09
6.22,night,fog,medium,12.13
1.96,afternoon,rain,low,2.82
6.17,night,clear,medium,9.25
7.5,night,clear,high,16.88
11.12,afternoon,rain,high,30.02
10.19,evening,rain,medium,18.34
10.92,afternoon,clear,high,24.57
1.12,evening,rain,high,3.02
4.05,afternoon,clear,low,4.86
10.26,afternoon,rain,low,14.77
7.78,afternoon,clear,low,9.34
1.07,morning,rain,low,1.54
12.26,evening,rain,low,17.65
11.82,morning,fog,medium,23.05
8.68,afternoon,fog,medium,16.93
1.93,night,fog,low,3.01
11.73,morning,rain,high,31.67
9.17,evening,clear,high,20.63
11.95,afternoon,rain,medium,21.51
11.52,morning,fog,medium,22.46
12.24,night,rain,medium,22.03
8.25,morning,fog,high,24.13
2.96,evening,fog,medium,5.77
10.4,morning,clear,high,23.4
9.69,night,clear,medium,14.54
11.39,night,fog,high,33.32
3.38,evening,fog,medium,6.59
3.73,night,rain,medium,6.71
13.47,afternoon,fog,high,39.4
11.5,night,rain,medium,20.7
13.72,afternoon,fog,low,21.4
11.62,morning,clear,high,26.14
9.36,afternoon,clear,medium,14.04
10.16,afternoon,fog,high,29.72
13.45,morning,rain,medium,24.21
9.1,night,rain,low,13.1
9.85,afternoon,rain,medium,17.73
3.19,night,fog,medium,6.22
7.63,morning,fog,low,11.9
11.03,evening,clear,high,24.82
4.79,night,clear,medium,7.18
3.83,night,fog,medium,7.47
5.39,evening,clear,low,6.47
4.38,evening,rain,high,11.83
4.01,morning,rain,high,10.83
6.95,night,fog,low,10.84
13.71,night,rain,low,19.74
8.1,morning,fog,medium,15.79
3.63,night,rain,low,5.23
2.08,afternoon,fog,low,3.24
10.75,afternoon,rain,low,15.48
6.36,afternoon,rain,high,17.17
12.51,night,clear,low,15.01
10.23,afternoon,clear,medium,15.35
12.15,afternoon,clear,medium,18.23
4.81,morning,clear,medium,7.22
